TRANSCRIPT_ID	GENE_NAME
ENST00000357367.6	PRAMEF8
ENST00000621519.4	PRAMEF8
ENST00000614831.1	PRAMEF8
ENST00000437300.2	PRAMEF33
ENST00000376152.2	PRAMEF15
ENST00000432559.2	AC243961.1
ENST00000334600.7	PRAMEF14
ENST00000376101.3	PRAMEF19
ENST00000376098.4	PRAMEF17
ENST00000316412.9	PRAMEF20
ENST00000602960.1	PRAMEF20
ENST00000376085.4	LRRC38
ENST00000563570.1	AL354712.1
ENST00000401091.2	BRWD1P1
ENST00000294489.10	PDPN
ENST00000617617.4	PDPN
ENST00000376057.8	PDPN
ENST00000621990.4	PDPN
ENST00000510906.5	PDPN
ENST00000509009.5	PDPN
ENST00000376061.8	PDPN
ENST00000513143.5	PDPN
ENST00000487038.5	PDPN
ENST00000475043.5	PDPN
ENST00000411020.1	RNA5SP41
ENST00000441809.2	AL359771.1
ENST00000517276.1	AL359771.2
ENST00000376048.9	PRDM2
ENST00000311066.9	PRDM2
ENST00000235372.11	PRDM2
ENST00000413440.5	PRDM2
ENST00000343137.8	PRDM2
ENST00000503842.5	PRDM2
ENST00000505823.5	PRDM2
ENST00000636564.1	KAZN
ENST00000636203.1	KAZN
ENST00000516342.1	RNU6-1265P
ENST00000657859.1	AL357873.1
ENST00000449215.2	AL357873.1
ENST00000666654.1	KAZN-AS1
ENST00000661309.1	KAZN-AS1
ENST00000665002.1	KAZN-AS1
ENST00000447908.3	KAZN-AS1
ENST00000376030.7	KAZN
ENST00000503743.5	KAZN
ENST00000416175.1	TBCAP2
ENST00000666715.1	AL031293.1
ENST00000361144.9	KAZN
ENST00000400798.6	KAZN
ENST00000400797.3	KAZN
ENST00000310916.6	TMEM51-AS1
ENST00000404665.4	TMEM51-AS1
ENST00000669314.1	TMEM51-AS1
ENST00000660005.1	TMEM51-AS1
ENST00000428417.5	TMEM51
ENST00000376014.7	TMEM51
ENST00000400796.7	TMEM51
ENST00000376008.3	TMEM51
ENST00000434578.6	TMEM51
ENST00000424792.5	C1orf195
ENST00000625027.2	C1orf195
ENST00000400795.3	AL035405.1
ENST00000612442.1	AL391094.1
ENST00000358897.8	FHAD1
ENST00000375998.8	FHAD1
ENST00000375997.8	FHAD1
ENST00000375995.3	FHAD1
ENST00000428747.1	AL031283.2
ENST00000439788.1	AL031283.3
ENST00000427824.1	AL031283.1
ENST00000375980.9	EFHD2
ENST00000375943.6	CTRC
ENST00000375949.5	CTRC
ENST00000359621.5	CELA2A
ENST00000375910.8	CELA2B
ENST00000546424.5	CASP9
ENST00000333868.10	CASP9
ENST00000348549.9	CASP9
ENST00000375890.8	CASP9
ENST00000375838.5	DNAJC16
ENST00000616884.4	DNAJC16
ENST00000375849.5	DNAJC16
ENST00000375847.8	DNAJC16
ENST00000516057.1	SCARNA21B
ENST00000606186.1	AL121992.3
ENST00000375826.4	AGMAT
ENST00000428945.1	AL121992.1
ENST00000454346.1	CHCHD2P6
ENST00000516608.1	RNU7-179P
ENST00000422383.1	CD24P1
ENST00000480945.6	DDI2
ENST00000345034.1	RSC1A1
ENST00000606262.1	AL121992.2
ENST00000375799.8	PLEKHM2
ENST00000375793.2	PLEKHM2
ENST00000642363.1	PLEKHM2
ENST00000453804.1	AL450998.3
ENST00000294454.6	SLC25A34
ENST00000418525.1	SLC25A34-AS1
ENST00000375782.2	TMEM82
ENST00000375771.5	FBLIM1
ENST00000375766.8	FBLIM1
ENST00000441801.6	FBLIM1
ENST00000332305.5	FBLIM1
ENST00000431782.1	RPL12P14
ENST00000483273.2	UQCRHL
ENST00000321418.6	AL450998.1
ENST00000317122.2	AL450998.2
ENST00000375759.8	SPEN
ENST00000604816.1	AL034555.1
ENST00000375743.8	ZBTB17
ENST00000537142.5	ZBTB17
ENST00000375733.6	ZBTB17
ENST00000416882.2	AL355994.4
ENST00000424379.1	AL355994.1
ENST00000613591.1	AL355994.5
ENST00000505954.1	TBC1D3P6
ENST00000329454.2	SRARP
ENST00000437156.1	AL355994.3
ENST00000411503.5	HSPB7
ENST00000311890.13	HSPB7
ENST00000375718.4	HSPB7
ENST00000487046.1	HSPB7
ENST00000406363.2	HSPB7
ENST00000375692.5	CLCNKA
ENST00000439316.6	CLCNKA
ENST00000331433.5	CLCNKA
ENST00000447882.1	AL355994.2
ENST00000619181.4	CLCNKB
ENST00000375679.8	CLCNKB
ENST00000375667.7	CLCNKB
ENST00000375662.5	FAM131C
ENST00000358432.8	EPHA2
ENST00000424774.1	AL451042.2
ENST00000426353.1	AL451042.1
ENST00000457809.1	ARHGEF19-AS1
ENST00000270747.8	ARHGEF19
ENST00000442385.5	ANO7L1
ENST00000602586.1	ANO7L1
ENST00000671994.1	AL109627.1
ENST00000375599.8	CPLANE2
ENST00000421314.1	MT1XP1
ENST00000375592.8	FBXO42
ENST00000471507.5	SZRD1
ENST00000401089.3	SZRD1
ENST00000401088.9	SZRD1
ENST00000492354.1	SZRD1
ENST00000445689.1	RPL22P3
ENST00000335496.5	SPATA21
ENST00000540400.1	SPATA21
ENST00000375577.5	SPATA21
ENST00000612240.1	SPATA21
ENST00000504551.6	NECAP2
ENST00000457722.6	NECAP2
ENST00000337132.10	NECAP2
ENST00000443980.6	NECAP2
ENST00000457898.1	LINC01772
ENST00000263511.8	CROCCP3
ENST00000420820.7	CROCCP3
ENST00000590118.5	CROCCP3
ENST00000589964.1	CROCCP3
ENST00000383925.1	RNU1-1
ENST00000562878.1	AL137802.2
ENST00000648419.1	AL137802.3
ENST00000452795.2	AL137802.1
ENST00000516290.1	RNU1-6P
ENST00000614408.1	LINC01783
ENST00000438396.1	AL355149.1
ENST00000430580.6	NBPF1
ENST00000432949.5	NBPF1
ENST00000607700.1	AL137798.1
ENST00000639481.1	CROCCP2
ENST00000412962.4	CROCCP2
ENST00000639399.1	AL137798.3
ENST00000457982.3	MST1P2
ENST00000633763.1	AL137798.2
ENST00000384782.1	RNU1-3
ENST00000624828.1	AL021920.2
ENST00000419267.1	EIF1AXP1
ENST00000414828.1	ESPNP
ENST00000270691.9	ESPNP
ENST00000624517.1	AL021920.1
ENST00000633433.1	AL021920.3
ENST00000633627.1	CROCCP4
ENST00000384659.1	RNU1-4
ENST00000457096.1	CROCCP4
ENST00000455405.6	MST1L
ENST00000442552.7	MST1L
ENST00000545160.1	MST1L
ENST00000422345.1	BX284668.1
ENST00000414128.1	BX284668.3
ENST00000583661.1	MIR3675
ENST00000619677.1	BX284668.2
ENST00000362684.1	RNU1-5P
ENST00000654227.1	BX284668.5
ENST00000671472.1	BX284668.5
ENST00000453917.1	BX284668.4
ENST00000384278.1	RNU1-2
ENST00000606899.1	BX284668.6
ENST00000375541.10	CROCC
ENST00000375534.7	MFAP2
ENST00000375535.4	MFAP2
ENST00000654887.1	AL049569.2
ENST00000446261.1	AL049569.1
ENST00000341676.9	ATP13A2
ENST00000326735.13	ATP13A2
ENST00000452699.5	ATP13A2
ENST00000617114.4	ATP13A2
ENST00000375499.7	SDHB
ENST00000375486.9	PADI2
ENST00000375481.1	PADI2
ENST00000412427.1	LINC02783
ENST00000634972.1	LINC02783
ENST00000635428.1	AL590644.1
ENST00000375471.5	PADI1
ENST00000375460.3	PADI3
ENST00000582732.1	MIR3972
ENST00000375453.5	PADI4
ENST00000375448.4	PADI4
ENST00000619609.1	PADI6
ENST00000439577.1	RCC2-AS1
ENST00000375436.9	RCC2
ENST00000375433.3	RCC2
ENST00000361221.8	ARHGEF10L
ENST00000375415.5	ARHGEF10L
ENST00000375408.7	ARHGEF10L
ENST00000670395.1	LINC02810
ENST00000653706.1	LINC02810
ENST00000375406.2	ACTL8
ENST00000617065.1	ACTL8
ENST00000641892.1	AL357509.1
ENST00000569711.1	LINC01654
ENST00000251296.4	IGSF21
ENST00000624418.1	AL365209.1
ENST00000419667.2	IGSF21-AS1
ENST00000420211.1	AL591896.1
ENST00000400664.2	KLHDC7A
ENST00000596113.1	DYNLL1P3
ENST00000450125.2	AL031737.1
ENST00000420770.7	PAX7
ENST00000375375.7	PAX7
ENST00000400661.3	PAX7
ENST00000375371.3	TAS1R2
ENST00000290597.9	ALDH4A1
ENST00000375341.8	ALDH4A1
ENST00000538839.5	ALDH4A1
ENST00000538309.5	ALDH4A1
ENST00000577305.1	MIR4695
ENST00000408735.1	MIR1290
ENST00000455833.7	IFFO2
ENST00000606379.1	AL137127.1
ENST00000375225.7	UBR4
ENST00000375254.8	UBR4
ENST00000375224.1	UBR4
ENST00000375218.3	UBR4
ENST00000437898.1	EMC1-AS1
ENST00000477853.6	EMC1
ENST00000375199.7	EMC1
ENST00000375208.7	EMC1
ENST00000330263.5	MRTO4
ENST00000650657.1	AL035413.2
ENST00000429712.5	AKR7L
ENST00000420396.3	AKR7L
ENST00000651966.1	AKR7L
ENST00000361640.5	AKR7A3
ENST00000604801.1	AL035413.1
ENST00000235835.7	AKR7A2
ENST00000363533.1	RNU6-1099P
ENST00000375153.8	SLC66A1
ENST00000375155.7	SLC66A1
ENST00000400548.6	SLC66A1
ENST00000264202.8	CAPZB
ENST00000264203.7	CAPZB
ENST00000375144.5	CAPZB
ENST00000375142.5	CAPZB
ENST00000433834.5	CAPZB
ENST00000481521.3	RN7SL277P
ENST00000648702.1	MICOS10
ENST00000364739.1	RNU4-28P
ENST00000416470.1	AL031727.2
ENST00000617872.4	MICOS10
ENST00000322753.7	MICOS10
ENST00000602662.1	NBL1
ENST00000602384.5	MICOS10-NBL1
ENST00000457263.1	AL031727.1
ENST00000289749.6	NBL1
ENST00000622566.4	NBL1
ENST00000621723.4	NBL1
ENST00000375136.7	NBL1
ENST00000618761.4	NBL1
ENST00000615215.4	NBL1
ENST00000548815.2	NBL1
ENST00000289753.2	HTR6
ENST00000294543.10	TMCO4
ENST00000375127.5	TMCO4
ENST00000375121.4	RNF186
ENST00000454736.1	AL391883.1
ENST00000375120.4	OTUD3
ENST00000375116.3	PLA2G2E
ENST00000488028.3	RN7SL304P
ENST00000649436.1	PLA2G2A
ENST00000400520.7	PLA2G2A
ENST00000375111.7	PLA2G2A
ENST00000375108.4	PLA2G5
ENST00000375105.8	PLA2G2D
ENST00000617227.1	PLA2G2D
ENST00000375102.3	PLA2G2F
ENST00000431027.1	Z98257.1
ENST00000429261.2	PLA2G2C
ENST00000247992.5	PLA2G2C
ENST00000442226.1	UBXN10-AS1
ENST00000375099.4	UBXN10
ENST00000659784.1	LINC01757
ENST00000641138.1	Z98257.2
ENST00000375079.6	VWA5B1
ENST00000289815.12	VWA5B1
ENST00000444923.1	AL020998.1
ENST00000426428.5	LINC01141
ENST00000670217.1	LINC01141
ENST00000635564.2	LINC01141
ENST00000421114.1	AL139254.1
ENST00000641937.1	AL139254.2
ENST00000641097.1	AL139254.3
ENST00000375078.4	CAMK2N1
ENST00000264198.5	MUL1
ENST00000443195.1	RPS4XP4
ENST00000332947.6	FAM43B
ENST00000375071.4	CDA
ENST00000321556.5	PINK1
ENST00000622012.1	MIR6084
ENST00000451424.1	PINK1-AS
ENST00000415136.6	DDOST
ENST00000602624.6	DDOST
ENST00000375048.7	DDOST
ENST00000375044.5	KIF17
ENST00000400463.7	KIF17
ENST00000247986.2	KIF17
ENST00000440621.1	AL663074.2
ENST00000444387.7	SH2D5
ENST00000375031.5	SH2D5
ENST00000436642.1	AL663074.1
ENST00000312239.10	HP1BP3
ENST00000375003.6	HP1BP3
ENST00000375000.5	HP1BP3
ENST00000374935.7	EIF4G3
ENST00000264211.12	EIF4G3
ENST00000602326.5	EIF4G3
ENST00000400422.6	EIF4G3
ENST00000634879.1	EIF4G3
ENST00000516105.1	RNU7-200P
ENST00000356916.7	EIF4G3
ENST00000408881.1	MIR1256
ENST00000420703.1	RPS15AP6
ENST00000431514.2	AL627311.1
ENST00000430808.1	HSPE1P27
ENST00000669329.1	AL031005.2
ENST00000415912.6	ECE1
ENST00000374893.11	ECE1
ENST00000649812.1	ECE1
ENST00000357071.8	ECE1
ENST00000436918.6	ECE1
ENST00000264205.10	ECE1
ENST00000416959.1	AL031005.1
ENST00000449034.1	AL031728.1
ENST00000486095.1	PPP1R11P1
ENST00000443127.1	AL592309.1
ENST00000444647.1	AL592309.2
ENST00000453025.1	NBPF2P
ENST00000481504.2	HS6ST1P1
ENST00000436658.1	CROCCP5
ENST00000454000.6	NBPF3
ENST00000342104.9	NBPF3
ENST00000318249.9	NBPF3
ENST00000455962.2	PFN1P10
ENST00000619554.1	NBPF3
ENST00000374840.8	ALPL
ENST00000539907.5	ALPL
ENST00000540617.5	ALPL
ENST00000374832.5	ALPL
ENST00000457706.1	LINC02596
ENST00000290101.8	RAP1GAP
ENST00000374763.6	RAP1GAP
ENST00000374761.6	RAP1GAP
ENST00000374765.8	RAP1GAP
ENST00000542643.6	RAP1GAP
ENST00000495204.5	RAP1GAP
ENST00000308271.14	USP48
ENST00000400301.5	USP48
ENST00000374732.7	USP48
ENST00000529637.5	USP48
ENST00000421625.6	USP48
ENST00000434488.2	AL590103.1
ENST00000344642.7	LDLRAD2
ENST00000543870.1	LDLRAD2
ENST00000374695.8	HSPG2
ENST00000423231.1	AL590556.1
ENST00000637118.1	AL590556.2
ENST00000636906.1	AL590556.2
ENST00000337107.11	CELA3B
ENST00000650360.1	AL590556.3
ENST00000485776.3	RN7SL386P
ENST00000365049.1	RNU6-1022P
ENST00000290122.8	CELA3A
ENST00000466485.3	RN7SL186P
ENST00000364403.1	RNU6-776P
ENST00000655353.1	LINC01635
ENST00000655655.1	LINC01635
ENST00000635097.2	LINC01635
ENST00000648594.1	CDC42
ENST00000649486.1	CDC42-AS1
ENST00000642137.1	AL031281.2
ENST00000648798.1	LINC00339
ENST00000400259.5	CDC42
ENST00000344548.7	CDC42
ENST00000315554.13	CDC42
ENST00000656825.1	CDC42
ENST00000667384.1	CDC42
ENST00000662562.1	CDC42
ENST00000431803.2	CDC42-IT1
ENST00000604049.1	AL031281.1
ENST00000290167.11	WNT4
ENST00000648968.1	AL445253.1
ENST00000581169.1	MIR4418
ENST00000487348.1	PPIAP34
ENST00000624125.1	AL591122.1
ENST00000375647.5	ZBTB40
ENST00000374651.8	ZBTB40
ENST00000404138.5	ZBTB40
ENST00000438551.1	ZBTB40-IT1
ENST00000166244.8	EPHA8
ENST00000374644.8	EPHA8
ENST00000614019.2	MIR6127
ENST00000374642.8	C1QA
ENST00000402322.1	C1QA
ENST00000374640.9	C1QC
ENST00000374639.7	C1QC
ENST00000374637.1	C1QC
ENST00000314933.6	C1QB
ENST00000509305.6	C1QB
ENST00000544305.5	EPHB2
ENST00000374630.7	EPHB2
ENST00000400191.7	EPHB2
ENST00000374632.7	EPHB2
ENST00000581646.1	MIR4684
ENST00000374627.1	EPHB2
ENST00000419644.1	AL512444.1
ENST00000581187.1	MIR4253
ENST00000426928.6	LACTBL1
ENST00000618559.1	LACTBL1
ENST00000566855.4	TEX46
ENST00000622840.1	TEX46
ENST00000465864.2	KDM1A
ENST00000356634.7	KDM1A
ENST00000400181.8	KDM1A
ENST00000427154.1	AL031428.1
ENST00000577915.1	MIR3115
ENST00000583845.1	AL031428.2
ENST00000418342.5	LUZP1
ENST00000302291.8	LUZP1
ENST00000314174.5	LUZP1
ENST00000450968.1	AL161672.1
ENST00000384208.1	RNU6-514P
ENST00000516769.1	RNU6-135P
ENST00000374619.1	HTR1D
ENST00000442089.1	AL109936.1
ENST00000655082.1	LINC01355
ENST00000647667.1	LINC01355
ENST00000641772.1	AL109936.6
ENST00000302271.11	HNRNPR
ENST00000478691.5	HNRNPR
ENST00000374616.7	HNRNPR
ENST00000374612.5	HNRNPR
ENST00000606561.5	HNRNPR
ENST00000427764.3	HNRNPR
ENST00000314011.9	ZNF436
ENST00000374608.3	ZNF436
ENST00000671509.1	ZNF436-AS1
ENST00000454117.1	ZNF436-AS1
ENST00000335648.3	ZNF436-AS1
ENST00000518821.1	ZNF436-AS1
ENST00000437367.3	ZNF436-AS1
ENST00000364535.1	Y_RNA
ENST00000518600.1	ZNF436-AS1
ENST00000605350.1	AL109936.2
ENST00000450454.7	TCEA3
ENST00000374601.7	TCEA3
ENST00000461794.1	TCEA3
ENST00000445848.2	AL357134.1
ENST00000495646.5	ASAP3
ENST00000336689.8	ASAP3
ENST00000618240.4	ASAP3
ENST00000437606.6	ASAP3
ENST00000361729.3	E2F2
ENST00000451217.1	AL021154.1
ENST00000374561.6	ID3
ENST00000648225.1	AL450043.1
ENST00000477916.5	MDS2
ENST00000451300.2	AL451000.1
ENST00000374550.8	RPL11
ENST00000643754.2	RPL11
ENST00000458455.2	RPL11
ENST00000655402.1	ELOA-AS1
ENST00000418390.6	ELOA
ENST00000613537.4	ELOA
ENST00000609199.1	ELOA
ENST00000427796.5	ELOA-AS1
ENST00000664563.1	ELOA-AS1
ENST00000652963.1	ELOA-AS1
ENST00000246151.9	PITHD1
ENST00000374524.1	PITHD1
ENST00000374514.8	LYPLA2
ENST00000374505.6	LYPLA2
ENST00000374503.7	LYPLA2
ENST00000374502.7	LYPLA2
ENST00000374501.1	LYPLA2
ENST00000617979.5	GALE
ENST00000374497.7	GALE
ENST00000374490.8	HMGCL
ENST00000436439.6	HMGCL
ENST00000374479.3	FUCA1
ENST00000374472.5	CNR2
ENST00000412176.1	BTBD6P1
ENST00000411815.3	AL590609.3
ENST00000578143.1	MIR378F
ENST00000421430.2	AL590609.2
ENST00000647887.1	PNRC2
ENST00000374468.1	PNRC2
ENST00000334351.8	PNRC2
ENST00000579103.1	PNRC2
ENST00000492112.3	SRSF10
ENST00000344989.10	SRSF10
ENST00000453840.7	SRSF10
ENST00000484146.6	SRSF10
ENST00000374452.9	SRSF10
ENST00000374453.7	SRSF10
ENST00000343255.9	SRSF10
ENST00000442164.2	AL590609.1
ENST00000439239.2	AL591178.1
ENST00000338909.9	MYOM3
ENST00000374434.4	MYOM3
ENST00000429191.1	AL591178.2
ENST00000270800.2	IL22RA1
ENST00000327535.6	IFNLR1
ENST00000327575.6	IFNLR1
ENST00000374421.7	IFNLR1
ENST00000374419.1	IFNLR1
ENST00000374418.3	IFNLR1
ENST00000439059.2	LINC02800
ENST00000437965.1	AL138902.1
ENST00000361548.8	GRHL3
ENST00000350501.9	GRHL3
ENST00000356046.6	GRHL3
ENST00000236255.4	GRHL3
ENST00000337248.9	STPG1
ENST00000374409.5	STPG1
ENST00000003583.12	STPG1
ENST00000374399.9	NIPAL3
ENST00000003912.7	NIPAL3
ENST00000358028.8	NIPAL3
ENST00000339255.2	NIPAL3
ENST00000651630.1	RCAN3AS
ENST00000538532.6	RCAN3
ENST00000618490.4	RCAN3
ENST00000374395.9	RCAN3
ENST00000436717.6	RCAN3
ENST00000616511.4	RCAN3
ENST00000425530.3	RCAN3
ENST00000610732.4	RCAN3
ENST00000412742.5	RCAN3
ENST00000630217.1	RCAN3
ENST00000374393.4	RCAN3
ENST00000577528.1	NCMAP-DT
ENST00000374392.3	NCMAP
ENST00000443086.2	AL445686.1
ENST00000459380.1	Y_RNA
ENST00000374389.8	SRRM1
ENST00000323848.14	SRRM1
ENST00000447431.6	SRRM1
ENST00000641176.1	AL445648.1
ENST00000374379.9	CLIC4
ENST00000459588.1	RNU6-1208P
ENST00000399916.5	RUNX3
ENST00000308873.10	RUNX3
ENST00000338888.3	RUNX3
ENST00000614863.1	MIR6731
ENST00000456316.1	AL445471.1
ENST00000568143.1	AL445471.2
ENST00000580572.1	MIR4425
ENST00000648363.1	LINC02793
ENST00000424084.1	AL050344.1
ENST00000429666.1	AL050344.1
ENST00000413189.1	AL121994.1
ENST00000455902.2	AL031432.1
ENST00000236273.9	SYF2
ENST00000354361.3	SYF2
ENST00000641729.1	AL031432.4
ENST00000641059.1	AL031432.5
ENST00000243189.12	RSRP1
ENST00000431849.3	RSRP1
ENST00000607698.1	AL031432.3
ENST00000566714.1	AL031432.2
ENST00000648012.1	RHD
ENST00000622561.4	RHD
ENST00000454452.6	RHD
ENST00000328664.9	RHD
ENST00000342055.9	RHD
ENST00000357542.8	RHD
ENST00000417538.6	RHD
ENST00000423810.6	RHD
ENST00000568195.5	RHD
ENST00000414693.1	SDHDP6
ENST00000570165.1	AL928711.1
ENST00000374358.5	TMEM50A
ENST00000294413.12	RHCE
ENST00000340849.8	RHCE
ENST00000349320.7	RHCE
ENST00000346452.8	RHCE
ENST00000349438.8	RHCE
ENST00000413854.5	RHCE
ENST00000419297.2	AL031284.1
ENST00000399766.7	MACO1
ENST00000374343.5	MACO1
ENST00000374338.4	LDLRAP1
ENST00000412797.1	AL606491.1
ENST00000611903.4	MAN1C1
ENST00000374332.8	MAN1C1
ENST00000263979.7	MAN1C1
ENST00000436991.1	AL031280.1
ENST00000374329.1	MAN1C1
ENST00000354177.8	SELENON
ENST00000361547.7	SELENON
ENST00000374315.1	SELENON
ENST00000630065.2	SELENON
ENST00000527604.1	AL020996.2
ENST00000442055.5	AL020996.1
ENST00000453649.1	AL020996.1
ENST00000536896.2	AL020996.1
ENST00000474295.5	MTFR1L
ENST00000374303.7	MTFR1L
ENST00000526894.5	MTFR1L
ENST00000524618.5	MTFR1L
ENST00000374307.9	MTFR1L
ENST00000374301.7	MTFR1L
ENST00000374300.7	MTFR1L
ENST00000466284.1	MTFR1L
ENST00000606617.1	AL020996.3
ENST00000538789.5	AUNIP
ENST00000374298.3	AUNIP
ENST00000455431.1	AL033528.2
ENST00000374296.3	PAQR7
ENST00000384572.1	Y_RNA
ENST00000426559.6	STMN1
ENST00000440710.1	SNRPFP2
ENST00000453780.1	AL033528.1
ENST00000455785.7	STMN1
ENST00000399728.5	STMN1
ENST00000357865.6	STMN1
ENST00000374291.5	STMN1
ENST00000580971.1	MIR3917
ENST00000374282.8	PAFAH2
ENST00000374284.5	PAFAH2
ENST00000384508.1	RNU6-110P
ENST00000516381.1	AL592064.1
ENST00000516882.1	AL592064.2
ENST00000374280.4	EXTL1
ENST00000374278.7	SLC30A2
ENST00000374276.4	SLC30A2
ENST00000640097.1	AL391650.2
ENST00000374272.3	TRIM63
ENST00000619836.4	PDIK1L
ENST00000374269.2	PDIK1L
ENST00000374271.8	PDIK1L
ENST00000374268.5	FAM110D
ENST00000634842.1	C1orf232
ENST00000635463.1	C1orf232
ENST00000448923.2	AL391650.1
ENST00000374266.7	ZNF593
ENST00000270812.6	ZNF593
ENST00000433939.6	AL391650.1
ENST00000648649.1	AL391650.1
ENST00000361530.11	CNKSR1
ENST00000374253.9	CNKSR1
ENST00000531191.5	CNKSR1
ENST00000456354.6	CATSPER4
ENST00000428812.1	AL355877.1
ENST00000622820.1	AL355877.3
ENST00000451482.1	AL355877.1
ENST00000640292.2	CEP85
ENST00000451429.7	CEP85
ENST00000252992.8	CEP85
ENST00000603670.1	AL355877.2
ENST00000270792.10	SH3BGRL3
ENST00000319041.6	SH3BGRL3
ENST00000314675.11	UBXN11
ENST00000374223.5	UBXN11
ENST00000357089.8	UBXN11
ENST00000374221.7	UBXN11
ENST00000374217.6	UBXN11
ENST00000374222.5	UBXN11
ENST00000374213.3	CD52
ENST00000475866.3	CRYBG2
ENST00000308182.9	CRYBG2
ENST00000434718.2	AL451139.1
ENST00000403843.5	ZNF683
ENST00000436292.5	ZNF683
ENST00000349618.7	ZNF683
ENST00000254231.4	LIN28A
ENST00000326279.11	LIN28A
ENST00000427245.6	DHDDS
ENST00000236342.12	DHDDS
ENST00000525682.6	DHDDS
ENST00000526219.5	DHDDS
ENST00000374185.7	DHDDS
ENST00000360009.6	DHDDS
ENST00000446498.1	AL513365.1
ENST00000423060.1	AL513365.2
ENST00000656565.1	AL513365.2
ENST00000361427.6	HMGN2
ENST00000619352.4	HMGN2
ENST00000418220.1	DPPA2P2
ENST00000374168.7	RPS6KA1
ENST00000374166.8	RPS6KA1
ENST00000526792.5	RPS6KA1
ENST00000530003.5	RPS6KA1
ENST00000531382.5	RPS6KA1
ENST00000459548.1	MIR1976
ENST00000497096.3	RN7SL679P
ENST00000516993.1	Y_RNA
ENST00000516620.2	RNU7-29P
ENST00000428860.2	AL627313.1
ENST00000459201.1	AL627082.2
ENST00000443847.2	AL627082.1
ENST00000569378.1	AL512408.1
ENST00000430799.7	ARID1A
ENST00000324856.13	ARID1A
ENST00000457599.6	ARID1A
ENST00000374152.7	ARID1A
ENST00000615191.4	ARID1A
ENST00000078527.8	PIGV
ENST00000374145.5	PIGV
ENST00000477476.3	RN7SL165P
ENST00000656287.1	AL034380.2
ENST00000374142.9	ZDHHC18
ENST00000339276.6	SFN
ENST00000374135.9	GPN2
ENST00000448791.1	AL034380.1
ENST00000374133.3	GPN2
ENST00000361720.10	GPATCH3
ENST00000254227.4	NR0B2
ENST00000321265.10	NUDC
ENST00000320567.6	KDF1
ENST00000616918.1	KDF1
ENST00000310055.5	RPL12P13
ENST00000455684.1	AL356390.1
ENST00000437956.1	OSTCP2
ENST00000522111.3	TRNP1
ENST00000289166.6	TENT5B
ENST00000263980.8	SLC9A1
ENST00000374086.3	SLC9A1
ENST00000457038.1	AL590640.2
ENST00000446783.1	CHCHD3P3
ENST00000449818.1	NPM1P39
ENST00000438350.2	SNRPEP7
ENST00000425205.1	AL590640.1
ENST00000319394.8	WDTC1
ENST00000361771.7	WDTC1
ENST00000516289.1	Y_RNA
ENST00000428741.2	FO393419.3
ENST00000611517.4	TMEM222
ENST00000374076.8	TMEM222
ENST00000608611.5	TMEM222
ENST00000466759.5	TMEM222
ENST00000464813.5	TMEM222
ENST00000384161.1	RNU6-48P
ENST00000486001.1	ACTG1P20
ENST00000618673.4	SYTL1
ENST00000318074.9	SYTL1
ENST00000616558.5	SYTL1
ENST00000543823.1	SYTL1
ENST00000357582.3	MAP3K6
ENST00000374040.7	MAP3K6
ENST00000270879.8	FCN3
ENST00000354982.2	FCN3
ENST00000374027.7	CD164L2
ENST00000374030.3	CD164L2
ENST00000443746.1	FO393419.1
ENST00000374024.4	GPR3
ENST00000618852.5	WASF2
ENST00000536657.1	WASF2
ENST00000492975.1	FO393419.2
ENST00000443579.1	BX293535.1
ENST00000247087.10	AHDC1
ENST00000644989.1	AHDC1
ENST00000374011.6	AHDC1
ENST00000642416.1	AHDC1
ENST00000642245.1	AHDC1
ENST00000374005.8	FGR
ENST00000399173.5	FGR
ENST00000374004.5	FGR
ENST00000433132.1	AL031729.1
ENST00000440492.1	LINC02574
ENST00000339145.8	IFI6
ENST00000361157.11	IFI6
ENST00000362020.4	IFI6
ENST00000430683.1	AL445490.1
ENST00000384040.1	RNU6-949P
ENST00000445563.2	CHMP1AP1
ENST00000384367.1	RNU6-424P
ENST00000662905.1	AL020997.5
ENST00000373954.10	FAM76A
ENST00000419687.6	FAM76A
ENST00000530324.5	FAM76A
ENST00000234549.11	FAM76A
ENST00000373949.5	FAM76A
ENST00000010299.10	FAM76A
ENST00000446554.1	AL020997.1
ENST00000425462.1	RPEP3
ENST00000373943.9	STX12
ENST00000602607.1	AL020997.2
ENST00000602843.1	AL020997.3
ENST00000411130.1	RNU6-1245P
ENST00000660844.1	AL020997.4
ENST00000311772.10	PPP1R8
ENST00000236412.11	PPP1R8
ENST00000373931.8	PPP1R8
ENST00000517138.1	SCARNA1
ENST00000328928.11	THEMIS2
ENST00000373921.8	THEMIS2
ENST00000373925.5	THEMIS2
ENST00000373927.7	THEMIS2
ENST00000373912.8	RPA2
ENST00000373909.7	RPA2
ENST00000313433.11	RPA2
ENST00000373894.8	SMPDL3B
ENST00000373888.8	SMPDL3B
ENST00000549094.1	SMPDL3B
ENST00000448015.1	AL512288.1
ENST00000373884.5	XKR8
ENST00000373871.8	EYA3
ENST00000436342.6	EYA3
ENST00000540618.5	EYA3
ENST00000373864.5	EYA3
ENST00000373863.3	EYA3
ENST00000426041.2	AL512288.2
ENST00000476501.3	RN7SL559P
ENST00000436160.1	SPCS2P4
ENST00000443484.1	AL137792.2
